time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,Res_3851,Res_52,Res_tot
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Type of placement,Mainstream - total,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Type of placement,Non-maintained early years,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Type of placement,Special - academy/free school,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Type of placement,Special - independent,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Type of placement,Special - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Type of placement,Special - non-maintained,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,Type of placement,Special - total,6,0,6
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,All residential placements,All residential placements,11,8,19
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Child or young persons age,age 10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Child or young persons age,age 11,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Child or young persons age,age 12,0,0,0
